MKOA WA MBEYA ,,,,,,,,Scope of works,,,,,,,,,,
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,23,Lyovela,,2.9,0,2,0,6.0,4.0,10.0,198,2,200
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,24,Mganga,,3.0,0,2,0,4.5,3.0,7.5,148,2,150
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,25,Mpogoro,,0.6,0,2,0,4.8,3.2,8.0,157,3,160
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,26,Mkwajuni,,1.6,0,2,0,8.4,5.6,14.0,276,4,280
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,27,Gomoshelo,,0.5,0,2,0,8.7,5.8,14.5,286,4,290
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,28,Lyamasoko,,1.7,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Igurusi,Uhambule,29,Matowo,,2.2,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Warumba,30,Kilimatinde,,3.4,1,0,0,1.5,1.5,3.0,45,5,50
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Ibumila,31,Mahongole,,0.9,1,0,0,1.2,0.8,2.0,39,1,40
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Ibumila,32,Mtakuja,,1.7,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Ibumila,33,Mnazi,,0.9,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Ibumila,34,Mavumbini,,2.7,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Ibumila,35,Chang'ombe,,0.5,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Imalilo Songwe,36,Mapinduzi,,1.1,0,2,0,10.8,7.2,18.0,355,5,360
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Imalilo Songwe,37,Ujamaa,,3.0,0,1,0,2.1,1.4,3.6,69,2,71
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Imalilo Songwe,38,Azimio,,0.0,0,2,0,3.3,2.2,5.5,108,2,110
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Imalilo Songwe,39,Madawi,,1.5,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,40,Mnazi,,4.3,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,41,Chang'ombe,,1.7,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,42,Mahango,,1.4,0,2,0,3.7,2.5,6.2,120,3,123
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,43,Mapinduzi,,1.7,0,1,0,1.9,1.3,3.2,61,2,63
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,44,Mwaniungu,,5.1,1,0,0,1.1,0.7,1.9,35,2,37
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,45,Majengo,,4.9,1,0,0,1.3,0.9,2.2,41,2,43
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Mwanavala,46,Nyamatorora,,1.7,1,0,0,1.3,0.9,2.2,40,3,43
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Urunda,47,Ikingula,,1.3,0,1,0,1.9,1.3,3.2,60,3,63
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Urunda,48,Kizota,,2.2,0,1,0,3.0,2.0,5.0,95,5,100
Mbeya,Mbarali,Mbarali DC,Mbarali,Imalilo Songwe,Urunda,49,Ikulu,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Iberege,50,Iberege 'A',,0.0,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Iberege,51,Iberege 'B',,0.0,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Iberege,52,Umoja,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Ipwani,53,Lyachoga,,2.3,0,2,0,3.6,2.4,6.0,117,3,120
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Ipwani,54,Uleling'ombe,,1.6,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Limseni,55,Ugimbano,,0.4,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Limseni,56,Ihanga 'A',,0.0,0,1,0,2.7,1.8,4.5,88,2,90
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Limseni,57,Kinyangesi,,0.3,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Luwango,58,Luwango mlimani,,0.0,0,2,0,3.6,2.4,6.0,116,4,120
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Luwango,59,Ukimbo,,0.0,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Luwango,60,Mlowa,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Luwango,61,Mjombe,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Matemela,62,Itulahenza,,0.0,0,2,0,10.5,7.0,17.5,342,8,350
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Matemela,63,Malamba,,0.0,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Matemela,64,Kinyangwila,,7.2,0,1,0,2.1,1.4,3.5,68,2,70
Mbeya,Mbarali,Mbarali DC,Mbarali,Ipwani,Matemela,65,Kigunge,,4.3,0,2,0,4.8,3.2,8.0,156,4,160
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Matebete,66,Mapangala,,0.0,0,2,0,8.7,5.8,14.6,290,1,291
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Matebete,67,Malenga Makali,,3.4,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Matebete,68,Matebete,,3.0,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Itamboleo,69,Mapunga,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Kapunga,70,Mkanada,,4.1,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Kapunga,71,Lwanjiri,,6.1,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Mbalino,72,Kanisani,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Mbalino,73,Magangani,,3.8,0,2,0,7.9,5.3,13.2,262,2,264
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Mbalino,74,Ilambitali,,2.5,0,2,0,6.3,4.2,10.5,208,2,210
Mbeya,Mbarali,Mbarali DC,Mbarali,Itamboleo,Mbalino,75,Mbuyuni,,4.8,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Kongolo,Azimio Mapula,76,Mapula,,1.7,0,2,0,8.3,5.6,13.9,275,3,278
Mbeya,Mbarali,Mbarali DC,Mbarali,Kongolo,Azimio Mapula,77,Majojolo,,2.6,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Kongolo,Mambi,78,Mpeleke,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Kongolo,Mambi,79,Mji mwema,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Kongolo,Mambi,80,Kalanzi,,2.8,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Kongolo,Mambi,81,Sankweli,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,82,Shatanda,,3.0,0,2,0,4.3,2.9,7.2,142,2,144
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,83,Uhando,,0.5,0,2,0,7.2,4.8,12.0,236,3,239
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,84,Igumbilo ,,6.4,0,1,0,2.5,1.7,4.2,83,1,84
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,85,Udimilo,,2.0,0,2,0,7.6,5.1,12.7,250,3,253
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,86,Matota,,3.4,0,2,0,14.8,9.9,24.7,490,4,494
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,87,Mpalamba,,8.0,0,2,0,7.1,4.7,11.8,230,5,235
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,88,Howelo,,4.0,0,1,0,1.7,1.1,2.8,53,2,55
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,89,Mwika,,0.0,0,2,0,13.5,9.0,22.6,446,5,451
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,90,Tambarare,,0.0,0,2,0,3.1,2.1,5.2,103,1,104
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Luhanga,91,Mwandundumale,,3.1,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,92,Lyanang'o,,4.4,0,2,0,15.0,10.0,25.0,497,3,500
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,93,Matowo,,0.5,0,2,0,9.5,6.3,15.8,313,2,315
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,94,Mwashota,,6.3,0,2,0,12.0,8.0,20.0,394,6,400
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,95,Lyankunda,,7.2,0,2,0,9.0,6.0,15.0,296,4,300
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,96,Mbwawa,,5.1,0,2,0,6.0,4.0,10.0,198,2,200
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,97,Nzawa,,0.0,0,2,0,12.4,8.2,20.6,408,4,412
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Madundasi,98,Malimbo,,4.1,0,2,0,4.5,3.0,7.5,148,2,150
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,99,Isente 'B',,0.0,0,1,0,2.9,2.0,4.9,95,3,98
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,100,Mapuli,,2.8,1,0,0,1.2,0.8,2.0,38,2,40
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,101,Mitundu,,1.2,0,1,0,2.3,1.5,3.8,74,1,75
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,102,Isente 'A',,2.4,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,103,Matowo,,1.2,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,104,Msanga 'B',,0.0,0,1,0,2.4,1.6,4.0,77,3,80
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,Msanga,105,Lyambogo,,4.9,0,1,0,1.8,1.2,3.0,58,2,60
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,IYala,106,Matono,,0.0,0,2,0,9.3,6.2,15.5,304,6,310
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,IYala,107,Udungusi,,10.0,0,2,0,12.9,8.6,21.5,427,3,430
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,IYala,108,Waninyika,,7.5,0,2,0,12.9,8.6,21.5,425,5,430
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,IYala,109,Ruaha,,4.8,0,2,0,18.0,12.0,30.0,594,6,600
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,IYala,110,Mtakuja,,2.6,0,2,0,9.0,6.0,15.0,297,3,300
Mbeya,Mbarali,Mbarali DC,Mbarali,Luhanga,IYala,111,Mwashikamile,,5.4,0,2,0,18.3,12.2,30.5,607,3,610
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Itipingi,112,Mjoja,,1.8,0,1,0,2.4,1.6,4.0,78,2,80
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Itipingi,113,Mahango,,0.0,1,0,0,2.0,1.5,3.5,50,4,54
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Kangaga,114,Chang'ombe,,3.2,0,2,0,6.0,4.0,10.0,197,3,200
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Kangaga,115,Nyamahelela,,0.5,0,1,0,2.1,1.4,3.5,68,2,70
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Kangaga,116,Majombe,,1.0,0,2,0,3.9,2.6,6.5,127,3,130
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Kangaga,117,Mji mwema,,0.0,1,0,0,0.0,0.0,0.0,0,0,0
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Manienga,118,Chabegenja,,3.1,1,0,0,1.0,0.6,1.6,30,2,32
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Mkandami,119,Nyalundung'u,,1.8,0,2,0,7.5,5.0,12.5,244,6,250
Mbeya,Mbarali,Mbarali DC,Mbarali,Mawindi,Isunura,120,Lupululu,,0.0,0,1,0,1.8,1.2,3.0,58,2,60
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Iheha,121,Kinyangulu,,4.6,0,2,0,3.9,2.6,6.6,127,4,131
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Ikoga,122,Mbuyuni,,0.9,0,2,0,4.7,3.1,7.8,152,4,156
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Ikoga,123,Madawi,,0.0,0,1,0,3.0,2.0,5.0,96,4,100
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Mahango-Madibira,124,Mapinduzi,,10.4,0,2,0,15.0,10.0,25.0,484,16,500
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Mahango-Madibira,125,Amani,,5.6,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Mkunywa,126,Mazombe,,2.8,0,1,0,2.5,1.6,4.1,80,2,82
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Mkunywa,127,Kanamalenga,,1.6,0,2,0,6.3,4.2,10.5,205,5,210
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Mkunywa,128,Mlonga,,9.8,0,2,0,6.2,4.1,10.3,200,5,205
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Nyamakuyu,129,Unyanyembe A,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Madibira,Nyakadete,130,Saligoma,,3.1,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Ilongo,131,Mpakani,,1.0,1,0,0,1.4,0.9,2.4,46,1,47
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Ilongo,132,Mwafwaka,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Mahongole,133,Mashala ,,2.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Kapyo,134,Mpakani 'A',,0.8,0,2,0,8.3,5.5,13.9,275,2,277
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Kapyo,135,Kpyo D,,0.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Nsonyanga,136,Mbago,,4.5,0,2,0,3.1,2.1,5.2,103,1,104
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Nsonyanga,137,Mkoji,,3.3,0,2,0,3.5,2.3,5.8,115,1,116
Mbeya,Mbarali,Mbarali DC,Mbarali,Mahongole,Igalako,138,Mbange,,0.0,0,2,0,13.6,9.1,22.7,450,3,453
Mbeya,Mbarali,Mbarali DC,Mbarali,Mapogoro,Itamba,139,Mtakuja,,0.3,0,2,0,4.8,3.2,8.0,154,6,160
Mbeya,Mbarali,Mbarali DC,Mbarali,Mapogoro,Mtamba,140,Mlangali B,,0.5,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mapogoro,Ukwama,141,Idege,,1.2,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mapogoro,Ukwavila,142,Ivaji,,5.7,0,2,0,6.9,4.6,11.5,226,4,230
Mbeya,Mbarali,Mbarali DC,Mbarali,Mapogoro,Ukwavila,143,Ifushilo,,2.6,0,2,0,12.6,8.4,21.0,414,6,420
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Magigiwe,144,Mkindi 'A',,0.0,0,1,0,2.8,1.8,4.6,90,2,92
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Magigiwe,145,Mkindi 'B',,2.0,0,1,0,3.0,2.0,5.0,98,2,100
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Magigiwe,146,Mnyelela,,5.3,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Mapogoro,147,Mapogoro B,,2.7,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Mlungu,148,Mawe saba,,4.6,0,2,0,6.0,4.0,10.0,195,5,200
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Mlungu,149,Masangala,,0.8,0,2,0,10.5,7.0,17.5,345,5,350
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Nyakazombe,150,Nyakazombe kati,,0.8,0,2,0,3.9,2.6,6.5,127,3,130
Mbeya,Mbarali,Mbarali DC,Mbarali,Miyombweni,Nyakazombe,151,Kinyagulu,,0.9,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Kilambo,152,Mkoji,,2.8,0,1,0,2.1,1.4,3.5,67,2,69
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Kilambo,153,Dar es Salaam,,2.7,0,1,0,1.6,1.0,2.6,50,2,52
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Kilambo,154,Dodoma 'B',,3.0,0,2,0,4.3,2.9,7.2,140,3,143
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Kilambo,155,Malama,,0.0,0,1,0,2.6,1.7,4.4,85,2,87
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Kilambo,156,Manzega,,6.2,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Kilambo,157,Mtemela,,2.4,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Mwatenga,158,Mjejele,,0.0,0,1,0,2.9,1.9,4.9,95,2,97
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Mwatenga,159,Mdundu,,0.0,0,2,0,3.7,2.4,6.1,120,2,122
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Mwatenga,160,Mbuyuni,,0.0,0,2,0,3.9,2.6,6.6,129,2,131
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Mwatenga,161,Mayota,,0.0,0,2,0,5.5,3.7,9.2,180,3,183
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Mhwela,162,Magereza,,1.2,0,1,0,1.9,1.2,3.1,60,2,62
Mbeya,Mbarali,Mbarali DC,Mbarali,Mwatenga,Mapogoro,163,Mashala ,,4.6,0,1,0,3.0,2.0,5.0,98,1,99
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Ijumbi,164,Ishungu,,0.8,0,2,0,1.3,0.8,2.1,40,2,42
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Ijumbi,165,Ilanji,,4.2,0,2,0,3.3,2.2,5.6,106,5,111
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Malamba,166,Magombole,,3.7,0,2,0,7.7,5.1,12.9,255,2,257
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Malamba,167,Majengo,,1.5,0,2,0,3.1,2.0,5.1,100,2,102
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Motomoto,168,Tingatinga,,0.0,0,2,0,3.2,2.1,5.4,105,2,107
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Motomoto,169,Mwambalisi C,,1.0,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Ruiwa,170,Mwamfila,,4.2,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Wimba Mahango,171,Ilolo,,0.4,0,2,0,9.1,6.1,15.2,300,3,303
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Wimba Mahango,172,Kaninjowo 'A',,0.7,0,2,0,4.0,2.6,6.6,130,2,132
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Wimba Mahango,173,Kaninjowo 'B',,3.0,0,2,0,10.7,7.1,17.8,352,4,356
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Wimba Mahango,174,Wimba B,,1.3,1,0,0,2.5,1.5,4.0,60,4,64
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Udindilwa,175,Mapogoro,,0.6,1,0,0,1.5,1.5,3.0,40,4,44
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Udindilwa,176,Maji ya moto,,0.4,1,0,0,1.5,1.5,3.0,40,4,44
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Udindilwa,177,Mwanjelwa,,3.4,1,0,0,1.5,1.5,3.0,40,4,44
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Udindilwa,178,Kalabure,,1.1,1,0,0,1.5,1.5,3.0,40,4,44
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Udindilwa,179,Mbugani,,1.2,1,0,0,1.5,1.5,3.0,40,4,44
Mbeya,Mbarali,Mbarali DC,Mbarali,Ruiwa,Udindilwa,180,Komole,,0.5,1,0,0,1.5,1.5,3.0,40,4,44
Mbeya,Mbarali,Mbarali DC,Mbarali,Ubaruku,Ibohora,181,Miembeni,,0.0,0,2,0,4.5,3.0,7.5,147,3,150
Mbeya,Mbarali,Mbarali DC,Mbarali,Ubaruku,Ibohora,182,Majengo,,1.3,0,1,0,2.1,1.4,3.5,68,2,70
