MKOA WA NJOMBE,,,,,,,,Scope of works,,,,,,,,,,
Njombe,Ludewa,Ludewa DC,Ludewa,Ruhuhu,Kipingu,82,Pantoni,,1.9,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Ruhuhu,Kipingu,83,Msafiri,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,84,Ntiule,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,85,Idusi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,86,Nyamalapi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Nkomang'ombe,87,Mhambalasi A,,21.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Nkomang'ombe,Kimalembe,88,Mjimwema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Iwela,89,Kilomsi,,3.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Iwela,90,Kibo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Kipangala,91,Kipangala Kati,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Kipangala,92,Kipangala ,,1.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Lifua,93,Liumba,,7.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Iwela,Liughai,94,Ndambasi,,1.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,95,Ndamba,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,96,Lusota,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,97,Mbweya,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Makonde,98,Lunyangi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Kimata,99,Ntuliki,1.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Kimata,100,Likwakwa,1.8,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Kimata,101,Kimata kati,5.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,102,Lulandao,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,103,Lusisi,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,104,Liunji,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,105,Mwelisye,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,106,Lukuu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Makonde,Ndowa,107,Mpunda,,5.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,108,Lwambo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,109,Kilindi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,110,Ntungu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Lifuma,111,Kiwigili,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lifuma,Nsisi,112,Ntalawanda,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Lumbila,113,Mabatini,,,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Lumbila,114,Makela,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Lumbila,115,Kina,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Nkanda,116,Ituli,,0.0,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Nkanda,117,Nkanda,,,,,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Nkanda,118,Kilandala,,,,,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Nkanda,119,Isanga,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Nkanda,120,Kapungu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lumbila,Nkanda,121,Mbimbi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Kilondo,Kilondo,122,Mbula,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Kilondo,Kilondo,123,Ugindu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Kilondo,Kilondo,124,Ifungu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Kilondo,Nsele,125,Ipenja,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Kilondo,Nsele,126,Sange,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Kilondo,Nsele,127,Woyo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Nkwimbili,128,Morogoro,1.5,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Nkwimbili,129,Kilambo,1.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Nindi,130,Ipombo,1.4,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Lupingu,131,Lukuyusi,4.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Ntumbati,132,Kiseke,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Ntumbati,133,Liwili,5.0,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Ludewa,Ludewa DC,Ludewa,Lupingu,Ntumbati,134,Ilombe,0.0,,1,0,0,2.0,1.0,3.0,30,2,32
JUMLA NDOGO,,,,,,134,,91.7,86.7,125,5,0,268.0,134.0,402.0,"4,020",268,"4,288"
Njombe,Makete,Makete DC,Makete,Kipagalo,Iyoka ,1,Igaruki,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Iyoka ,2,Fikovo,,3.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Kitula ,3,Ilamba,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Mahulu,4,Kawale,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Unyangala ,5,Ilevelo,,1.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Unyangala ,6,Uhome,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Kilanji,7,Ipululu,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Kilanji,8,Unyambogela,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Kipagalo,Utengule ,9,Ilamba,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Unenamwa,10,Ng'ingi,,1.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Uganga,11,Uganga,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Uganga,12,Magusu,,,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Lugao,13,Kyivili,,2.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Lugao,14,Kihuyi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Usililo,15,Kipenula,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Luwumbu,Luwumbu,16,Luwumu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Bulongwa,Bulongwa,17,Lupaso,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Bulongwa,Utanziwa,18,Masalala,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ukwama,19,Nyololo,,0.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ukwama,20,Kikunga,,0.9,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ukwama,21,Ikovo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ukwama,22,Lupate,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ukwama,23,Ikombo,,0.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ukwama,24,Lumuli,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ihanga,25,Lupule,,0.9,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ihanga,26,Nsasa,,0.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ihanga,27,Ikiligano,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Ihanga,28,Mpocho,,2.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Masisiwe,29,Ihobwela,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Masisiwe,30,Masisiwe,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ukwama,Masisiwe,31,Ilevelo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Tandala,Usagatikwa,32,Ipindo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Tandala,Usagatikwa,33,Kidimilo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Tandala,Usagatikwa,34,Wambuliwa,,2.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Usungilo,35,Kipambawe,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Usungilo,36,Lutengano,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Usungilo,37,Intema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Makangalawe,38,Lwimatilo,,1.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Makangalawe,39,Utege,,0.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Makangalawe,40,Kinyamwelelo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Mang'oto,41,Sivalatse,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Mang'oto,42,Mabande,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Mang'oto,43,Hazina,,0.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Mang'oto,44,Ipululu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Mang'oto,45,Udane,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Ibaga,46,Matalawe,,0.4,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Ibaga,47,Mwalimogo,,,,,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Malembuli,48,Jasika,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Malembuli,49,Uganga,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Ilindiwe,50,Ikungula,,1.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mang'oto,Ilindiwe,51,ihagala,,2.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,52,Chunya,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,53,Kigoda,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,54,Ikowo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,55,Makyala,,4.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,56,Upakilwa kati,,1.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,57,Idangaja,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Lupila,58,Ukwelela,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Malanduku,59,Ngingida,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Malanduku,60,Matuje,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Malanduku,61,Kidinguli,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ludilu,62,Njulige,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ludilu,63,Kipengere,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ludilu,64,Kibali,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ludilu,65,Isula,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ludilu,66,Sunji,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Igumbilo ,67,Lusigu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Igumbilo ,68,Mkigi,,1.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Igumbilo ,69,Ipululu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Igumbilo ,70,Igumbilo kati,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ukange ,71,Nzutu,,,0,1,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ukange ,72,Kipetu,,,,,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ukange ,73,Masitu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ukange ,74,Ibonde,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Ukange ,75,Lupumbwe,,1.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Kijyombo,76,Nguruka,,2.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Kijyombo,77,Nsada,,1.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupila,Kijyombo,78,Ng'ogo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ipepo,79,Uluwe,,5.2,2,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ipepo,80,Kinyunyu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ipepo,81,Ntera,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ipepo,82,Matundu,,3.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,83,Sikelema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,84,Isuga,,1.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,85,Lubindi,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,86,Mjimwema,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,87,Ipululu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,88,Ilonga,,3.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,89,Mpongolo,,2.1,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,90,Nkwenzulu,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Igolwa,91,Legeza,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,92,Itundu,,3.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,93,Motele,,3.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,94,Iheka,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,95,Ugwila,,2.5,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,96,Ilungu,,1.6,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,97,Ulininda,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,98,Singilo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ilungu,99,Kinyambagale,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ikete,100,Lukunga,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ikete,101,Masasato,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Ikete,102,Itambalasu,,1.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,103,Ng'ang'a,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,104,Mauli,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,105,Lupumbwe,,1.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,106,Wikosile,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,107,Wanasiale,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,108,Luhulu,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Ipepo,Maliwa,109,Kitenga,,1.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Kisasatu,110,Tindiga,,0.7,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Kisasatu,111,Tembile,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Lupombwe,112,Mavanga,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Lupombwe,113,Ulininda,,1.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Lupombwe,114,Nyakigube,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Mbalatse,115,Iduda,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Mbalatse,116,Iganga,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Mbalatse,Mbalatse,117,Ludodolelo,,1.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Isapulano,Ivilikinge,118,Mulubuta,,1.3,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupalilo,Mago,119,Luwilo,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupalilo,Mago,120,Idege,,3.4,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupalilo,Kisinga,121,Valimba,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupalilo,Kisinga,122,Kyosi,,3.8,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupalilo,Ilevelo,123,Ukenza,,1.2,1,0,0,2.0,1.0,3.0,30,2,32
Njombe,Makete,Makete DC,Makete,Lupalilo,Ilevelo,124,Nyamwiko,,0.0,1,0,0,2.0,1.0,3.0,30,2,32
